# LASERAC V. 10 OPTIM
#-------------------------------------------
# SIDE = 400
# MAX_PHOT = 10
# TMAX = 1000
# nphot_noise = 55    type(0=INIC, 1=CONT)=1
# threshold 1->0 = 1
# SEED = 10003
# PUMPING PROBABILITY MIN = 0.012500
# PUMPING PROBABILITY MAX = 0.012500
# lifet_ELECTRON = 0
# lifet_PHOTON = 0
#-------------------------------------------
#  t    ne    nf
#-------------------------------------------

# NOF THREADS 16  
#----------------------------------------------------------
PARAMETERS: PB , lifet_E, lifet_F :    0.0125  180  10
0	2050	55
1	4044	110
2	6037	165
3	7996	220
4	9923	277
5	11805	333
6	13653	392
7	15478	451
8	17311	511
9	19042	516
10	20730	519
11	22473	523
12	24166	525
13	26483	528
14	28147	537
15	29815	542
16	31423	549
17	33004	554
18	34580	560
19	36127	575
20	37680	588
21	39247	592
22	40747	595
23	42197	608
24	43612	611
25	45055	617
26	46480	618
27	47879	627
28	49260	628
29	50615	624
30	51970	623
31	53302	634
32	54614	650
33	55912	658
34	57160	666
35	58428	680
36	59670	699
37	60871	708
38	62024	731
39	63201	761
40	64329	804
41	65438	831
42	66557	871
43	67683	920
44	68758	978
45	69823	1009
46	70881	1045
47	71949	1087
48	72990	1125
49	74000	1157
50	75046	1181
51	76029	1228
52	76997	1249
53	77986	1256
54	78939	1271
55	79846	1316
56	80687	1357
57	81547	1408
58	82455	1449
59	83256	1502
60	84108	1547
61	84927	1585
62	85751	1634
63	86557	1708
64	87289	1783
65	88025	1869
66	88711	1977
67	89365	2111
68	89999	2259
69	90597	2399
70	91194	2557
71	91688	2771
72	92232	2998
73	92664	3221
74	93109	3473
75	93520	3720
76	93896	3970
77	94190	4216
78	94489	4488
79	94705	4760
80	94979	5052
81	95124	5299
82	95355	5565
83	95490	5831
84	95557	6118
85	95561	6478
86	95551	6849
87	95399	7260
88	95255	7691
89	95012	8182
90	94593	8758
91	94123	9398
92	93627	10089
93	93056	10883
94	92328	11710
95	91501	12576
96	90658	13456
97	89681	14372
98	88668	15371
99	87502	16420
100	86229	17414
101	84889	18453
102	83420	19563
103	81822	20660
104	80221	21739
105	78470	22783
106	76699	23907
107	74777	25074
108	72566	26330
109	70342	27510
110	68052	28756
111	65740	29980
112	63325	31133
113	60907	32243
114	58454	33382
115	55972	34426
116	53463	35381
117	51039	36142
118	48675	36690
119	46363	37154
120	44211	37383
121	42071	37486
122	40055	37437
123	38175	37223
124	36529	36684
125	35008	36048
126	33668	35199
127	32526	34135
128	31699	32795
129	31046	31346
130	30528	29863
131	30090	28281
132	29845	26529
133	29823	24735
134	29960	23033
135	30153	21325
136	30613	19589
137	31149	18021
138	31764	16579
139	32511	15143
140	33375	13725
141	34325	12323
142	35435	11040
143	36529	9852
144	37674	8710
145	38958	7627
146	40276	6671
147	41547	5770
148	42846	4947
149	44187	4234
150	45456	3637
151	46772	3123
152	48143	2695
153	49460	2313
154	50810	2009
155	52066	1763
156	53329	1580
157	54563	1421
158	55800	1311
159	57029	1241
160	58290	1176
161	59455	1133
162	60645	1137
163	61826	1144
164	62914	1157
165	64043	1154
166	65169	1161
167	66257	1159
168	67303	1179
169	68344	1203
170	69416	1229
171	70439	1270
172	71468	1318
173	72453	1389
174	73451	1424
175	74447	1486
176	75292	1557
177	76204	1658
178	77016	1770
179	77778	1886
180	78570	2023
181	79324	2126
182	80082	2224
183	80843	2332
184	81661	2494
185	82332	2655
186	82960	2799
187	83666	2959
188	84200	3133
189	84756	3314
190	85220	3518
191	85627	3796
192	86097	4066
193	86489	4353
194	86855	4641
195	87080	4978
196	87376	5311
197	87504	5723
198	87594	6157
199	87648	6620
200	87717	7041
201	87706	7463
202	87667	7904
203	87610	8313
204	87479	8772
205	87382	9190
206	87160	9700
207	86856	10174
208	86512	10627
209	86112	11116
210	85561	11744
211	84915	12409
212	84110	13192
213	83288	14025
214	82449	14808
215	81444	15694
216	80438	16492
217	79486	17259
218	78439	18071
219	77304	18876
220	76049	19619
221	74826	20336
222	73508	20964
223	72206	21603
224	70814	22245
225	69447	22805
226	68024	23438
227	66542	24051
228	65122	24604
229	63661	25133
230	62220	25546
231	60820	25870
232	59392	26190
233	57965	26464
234	56437	26770
235	54959	27012
236	53610	27156
237	52223	27282
238	50917	27346
239	49683	27317
240	48472	27308
241	47218	27360
242	46055	27322
243	44917	27144
244	44028	26740
245	43292	26237
246	42501	25731
247	42027	25034
248	41507	24295
249	41108	23601
250	40726	22866
251	40414	21986
252	40200	21091
253	39867	20318
254	39726	19577
255	39705	18861
256	39776	18088
257	39891	17481
258	40080	16862
259	40339	16191
260	40596	15499
261	40907	14864
262	41283	14240
263	41792	13485
264	42312	12803
265	42967	12130
266	43586	11504
267	44211	10866
268	44926	10266
269	45719	9632
270	46546	9019
271	47471	8366
272	48410	7718
273	49500	7110
274	50542	6511
275	51607	5969
276	52721	5437
277	53798	4925
278	54846	4456
279	55906	4041
